SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
5/17/17,503 Days,150 E Davis Avenue,Wildwood,Vacant Lot,167773,"$69,900 ","$67,500 "
5/16/17,783 Days,107 E Lincoln Avenue,Wildwood,Commercial/Industrial,163068,"$595,000 ","$425,000 "
5/16/17,176 Days,145 W Andrews Avenue,Wildwood,Condo,173465,"$289,000 ","$270,000 "
5/16/17,86 Days,222 W 3rd Avenue,North Wildwood,Condo,174840,"$437,777 ","$424,000 "
5/15/17,120 Days,114 Seaview Court,North Wildwood,Single Family,174156,"$274,900 ","$252,500 "
5/15/17,328 Days,420 E 22 Avenue,North Wildwood,Condo,170925,"$399,900 ","$395,000 "
5/15/17,132 Days,540 W Montgomery Ave,Wildwood,Townhouse,173905,"$429,900 ","$380,000 "
5/15/17,66 Days,4200 Pacific Avenue,Wildwood,Townhouse,175093,"$217,900 ","$213,000 "
5/12/17,50 Days,238 E 10th Avenue,North Wildwood,Single Family,175310,"$399,900 ","$385,000 "
5/12/17,370 Days,120 E 22nd Avenue,North Wildwood,Four-Plex,170170,"$449,000 ","$449,000 "
5/12/17,72 Days,122 E Hildreth Avenue,Wildwood,Duplex,174935,"$239,000 ","$225,000 "
5/12/17,463 Days,202 N Central Avenue,North Wildwood,Condo,168520,"$289,000 ","$275,000 "
5/12/17,316 Days,737 W Spruce Avenue,North Wildwood,Condo,171144,"$269,000 ","$257,500 "
5/12/17,238 Days,434 E 24th Avenue,North Wildwood,Townhouse,172399,"$419,000 ","$405,000 "
5/12/17,188 Days,405 Ocean Ave. Unit 202,North Wildwood,Condo,172757,"$154,900 ","$140,000 "
5/12/17,189 Days,306 E Magnolia Avenue,Wildwood,Condo,173318,"$299,900 ","$292,000 "
5/12/17,164 Days,230 E 17th Avenue,North Wildwood,Condo,173520,"$369,000 ","$350,000 "
5/12/17,152 Days,507 E 14th Avenue,North Wildwood,Condo,173727,"$499,900 ","$495,000 "
5/12/17,104 Days,116 E Maple Avenue,Wildwood,Condo,174337,"$224,900 ","$212,000 "
5/11/17,350 Days,810 New Jersey Avenue,North Wildwood,Condo,170473,"$259,000 ","$240,000 "
5/11/17,214 Days,416 E 22nd Avenue,North Wildwood,Condo,172799,"$409,900 ","$399,900 "
5/11/17,185 Days,408 W Hand Avenue,Wildwood,Condo,173382,"$255,000 ","$240,000 "
5/10/17,53 Days,405 E 20th Avenue,North Wildwood,Townhouse,175344,"$474,900 ","$465,000 "
5/9/17,322 Days,420 E 22 Avenue,North Wildwood,Condo,170924,"$389,900 ","$387,400 "
5/9/17,79 Days,233 E Roberts,Wildwood,Townhouse,174831,"$229,000 ","$210,000 "
